TIF ID,TIF NAME,REPORTING CATEGORY,DESCRIPTION,AMOUNT
T-134,Devon/Sheridan,Expenditures,Marketing costs. (q)(1.6),$0.00
T-134,Devon/Sheridan,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$11106.00
T-134,Devon/Sheridan,Revenues,Total Revenues,$494083.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,Relocation costs. (q)(8),$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,Total expenditures,$8032.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,Financing costs. (q)(6),$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Fund balance,Total fund balance,$563111.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Fund balance,Designated for future redevelopment project costs,$563111.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Fund balance,Reserved for encumbrances,$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Fund balance,Reserved for debt service,$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Fund balance,End of year,$563111.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Fund balance,Beginning of year,$263374.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Revenues over expenditures,,$299737.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Revenues,Property tax,$307247.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Revenues,Sales tax,$0.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Revenues,Interest,$522.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Revenues,Total revenues,$307769.00
T-135,Pratt/Ridge Industrial Park Conservation Area,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$8032.00
T-136,47th/State,Revenues,Total revenues,$1760084.00
T-136,47th/State,Fund balance,Designated for future redevelopment project costs,$5089915.00
T-136,47th/State,Fund balance,Total fund balance,$5089915.00
T-136,47th/State,Expenditures,Relocation costs. (q)(8),$0.00
T-136,47th/State,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-136,47th/State,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-136,47th/State,Expenditures,Financing costs. (q)(6),$0.00
T-136,47th/State,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-136,47th/State,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-136,47th/State,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-136,47th/State,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$543750.00
T-136,47th/State,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-136,47th/State,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$31494.00
T-136,47th/State,Fund balance,Reserved for encumbrances,$0.00
T-136,47th/State,Revenues,Interest,$5706.00
T-136,47th/State,Revenues,Sales tax,$0.00
T-136,47th/State,Revenues,Property tax,$1754378.00
T-136,47th/State,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-136,47th/State,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-136,47th/State,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-136,47th/State,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-136,47th/State,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-136,47th/State,Expenditures,Total expenditures,$575244.00
T-136,47th/State,Revenues over expenditures,,$1184840.00
T-136,47th/State,Fund balance,Beginning of year,$3905075.00
T-136,47th/State,Fund balance,End of year,$5089915.00
T-136,47th/State,Fund balance,Reserved for debt service,$0.00
T-137,Lakeside/Clarendon,Expenditures,Total expenditures,$3949.00
T-137,Lakeside/Clarendon,Revenues over expenditures,,$79233.00
T-137,Lakeside/Clarendon,Fund balance,Beginning of year,$125321.00
T-137,Lakeside/Clarendon,Fund balance,End of year,$204554.00
T-137,Lakeside/Clarendon,Fund balance,Reserved for debt service,$0.00
T-137,Lakeside/Clarendon,Fund balance,Reserved for encumbrances,$0.00
T-137,Lakeside/Clarendon,Fund balance,Designated for future redevelopment project costs,$204554.00
T-137,Lakeside/Clarendon,Fund balance,Total fund balance,$204554.00
T-137,Lakeside/Clarendon,Revenues,Property tax,$82403.00
T-137,Lakeside/Clarendon,Revenues,Sales tax,$0.00
T-137,Lakeside/Clarendon,Revenues,Interest,$779.00
T-137,Lakeside/Clarendon,Revenues,Total revenues,$83182.00
T-137,Lakeside/Clarendon,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$3949.00
T-137,Lakeside/Clarendon,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-137,Lakeside/Clarendon,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-137,Lakeside/Clarendon,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-137,Lakeside/Clarendon,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-137,Lakeside/Clarendon,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-137,Lakeside/Clarendon,Expenditures,Financing costs. (q)(6),$0.00
T-137,Lakeside/Clarendon,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-137,Lakeside/Clarendon,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-137,Lakeside/Clarendon,Expenditures,Relocation costs. (q)(8),$0.00
T-137,Lakeside/Clarendon,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-137,Lakeside/Clarendon,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-137,Lakeside/Clarendon,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-137,Lakeside/Clarendon,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-137,Lakeside/Clarendon,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-138,69th/Ashland,Expenditures,Financing costs. (q)(6),$0.00
T-138,69th/Ashland,Fund balance,Total fund balance,$763735.00
T-138,69th/Ashland,Fund balance,Designated for future redevelopment project costs,$763735.00
T-138,69th/Ashland,Fund balance,Reserved for encumbrances,$0.00
T-138,69th/Ashland,Fund balance,Reserved for debt service,$0.00
T-138,69th/Ashland,Fund balance,End of year,$763735.00
T-138,69th/Ashland,Fund balance,Beginning of year,$671028.00
T-138,69th/Ashland,Revenues over expenditures,,$92707.00
T-138,69th/Ashland,Expenditures,Total expenditures,$431100.00
T-138,69th/Ashland,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-138,69th/Ashland,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-138,69th/Ashland,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-138,69th/Ashland,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-138,69th/Ashland,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-138,69th/Ashland,Expenditures,Relocation costs. (q)(8),$0.00
T-138,69th/Ashland,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-138,69th/Ashland,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-138,69th/Ashland,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-138,69th/Ashland,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-138,69th/Ashland,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-138,69th/Ashland,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$418896.00
T-138,69th/Ashland,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-138,69th/Ashland,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$12204.00
T-138,69th/Ashland,Revenues,Total revenues,$523807.00
T-138,69th/Ashland,Revenues,Interest,$812.00
T-138,69th/Ashland,Revenues,Sales tax,$0.00
T-138,69th/Ashland,Revenues,Property tax,$522995.00
T-139,Ravenswood Corridor,Fund balance,Designated for future redevelopment project costs,$2154146.00
T-139,Ravenswood Corridor,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-139,Ravenswood Corridor,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-139,Ravenswood Corridor,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-139,Ravenswood Corridor,Expenditures,Relocation costs. (q)(8),$0.00
T-139,Ravenswood Corridor,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-139,Ravenswood Corridor,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-139,Ravenswood Corridor,Expenditures,Financing costs. (q)(6),$0.00
T-139,Ravenswood Corridor,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-139,Ravenswood Corridor,Revenues,Interest,$2191.00
T-139,Ravenswood Corridor,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-139,Ravenswood Corridor,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$197640.00
T-139,Ravenswood Corridor,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-139,Ravenswood Corridor,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-139,Ravenswood Corridor,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$17779.00
T-139,Ravenswood Corridor,Revenues over expenditures,,$653863.00
T-139,Ravenswood Corridor,Revenues,Total revenues,$869282.00
T-139,Ravenswood Corridor,Expenditures,Total expenditures,$215419.00
T-139,Ravenswood Corridor,Revenues,Property tax,$867091.00
T-139,Ravenswood Corridor,Revenues,Sales tax,$0.00
T-139,Ravenswood Corridor,"Fund balance, beginning of year",,$1500283.00
T-139,Ravenswood Corridor,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-139,Ravenswood Corridor,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-139,Ravenswood Corridor,Fund balance,Total fund balance,$2154146.00
T-139,Ravenswood Corridor,Fund balance,Reserved for encumbrances,$0.00
T-139,Ravenswood Corridor,Fund balance,Reserved for debt service,$0.00
T-139,Ravenswood Corridor,"Fund balance, end of year",,$2154146.00
T-140,79th/Cicero,Revenues,Total revenues,$2887728.00
T-140,79th/Cicero,Fund balance,Designated for future redevelopment project costs,$440437.00
T-140,79th/Cicero,Fund balance,Total fund balance,$440437.00
T-140,79th/Cicero,Fund balance,Reserved for debt service,$0.00
T-140,79th/Cicero,Fund balance,Reserved for encumbrances,$0.00
T-140,79th/Cicero,Fund balance,End of year,$440437.00
T-140,79th/Cicero,Fund balance,Beginning of year,$160592.00
T-140,79th/Cicero,Revenues over expenditures,,$279845.00
T-140,79th/Cicero,Expenditures,Total expenditures,$7883.00
T-140,79th/Cicero,Expenditures,Cost of day care services and operational costs of day care centers.  (q)(11.5),$0.00
T-140,79th/Cicero,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-140,79th/Cicero,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-140,79th/Cicero,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-140,79th/Cicero,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-140,79th/Cicero,Expenditures,Relocation costs. (q)(8),$0.00
T-140,79th/Cicero,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-140,79th/Cicero,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-140,79th/Cicero,Expenditures,Financing costs. (q)(6),$0.00
T-140,79th/Cicero,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-140,79th/Cicero,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-140,79th/Cicero,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-140,79th/Cicero,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-140,79th/Cicero,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-140,79th/Cicero,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$7883.00
T-140,79th/Cicero,Revenues,Interest,$251.00
T-140,79th/Cicero,Revenues,Sales tax,$0.00
T-140,79th/Cicero,Revenues,Property tax,$287477.00
T-141,26th and King Drive,Revenues,Property tax,$185668.00
T-141,26th and King Drive,Fund balance,Total,$235402.00
T-141,26th and King Drive,Fund balance,Designated for future redevelopment project costs,$235402.00
T-141,26th and King Drive,Fund balance,Reserved for encumbrances,$0.00
T-141,26th and King Drive,Fund balance,Reserved for debt service,$0.00
T-141,26th and King Drive,Fund balance,End of Year,$235402.00
T-141,26th and King Drive,Fund balance,Beginning of Year,$55863.00
T-141,26th and King Drive,Revenues over expenditures,,$179539.00
T-141,26th and King Drive,Expenditures,Total,$6222.00
T-141,26th and King Drive,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-141,26th and King Drive,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-141,26th and King Drive,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-141,26th and King Drive,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-141,26th and King Drive,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-141,26th and King Drive,Expenditures,Relocation costs. (q)(8),$0.00
T-141,26th and King Drive,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects. (q)(7.5),$0.00
T-141,26th and King Drive,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-141,26th and King Drive,Expenditures,Financing costs. (q)(6),$0.00
T-141,26th and King Drive,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-141,26th and King Drive,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-141,26th and King Drive,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-141,26th and King Drive,Expenditures,"Property assembly, demolition, site preparation and environmental  site improvement costs. (q)(2)",$0.00
T-141,26th and King Drive,Expenditures,Marketing costs. (q)(1.6),$0.00
T-141,26th and King Drive,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$6222.00
T-141,26th and King Drive,Revenues,Total,$185761.00
T-141,26th and King Drive,Revenues,Interest,$93.00
T-141,26th and King Drive,Revenues,Sales tax,$0.00
T-142,Western Avenue/Rock Island,Revenues,Property tax,$1966880.00
T-142,Western Avenue/Rock Island,Fund balance,Total fund balance,$3632572.00
T-142,Western Avenue/Rock Island,Fund balance,Designated for future redevelopment project costs,$3632572.00
T-142,Western Avenue/Rock Island,Fund balance,Reserved for encumbrances,$0.00
T-142,Western Avenue/Rock Island,Fund balance,Reserved for debt service,$0.00
T-142,Western Avenue/Rock Island,Fund balance,End of year,$3632572.00
T-142,Western Avenue/Rock Island,Fund balance,Beginning of year,$1728062.00
T-142,Western Avenue/Rock Island,Revenues over expenditures,,$1904510.00
T-142,Western Avenue/Rock Island,Expenditures,Total expenditures,$65976.00
T-142,Western Avenue/Rock Island,Expenditures,Cost of day care services and operational costs of day care centers.  (q)(11.5),$0.00
T-142,Western Avenue/Rock Island,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-142,Western Avenue/Rock Island,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-142,Western Avenue/Rock Island,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-142,Western Avenue/Rock Island,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-142,Western Avenue/Rock Island,Expenditures,Relocation costs. (q)(8),$0.00
T-142,Western Avenue/Rock Island,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-142,Western Avenue/Rock Island,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-142,Western Avenue/Rock Island,Expenditures,Financing costs. (q)(6),$0.00
T-142,Western Avenue/Rock Island,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-142,Western Avenue/Rock Island,Expenditures,Costs of construction of public works and improvements. (q)(4),$30116.00
T-142,Western Avenue/Rock Island,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-142,Western Avenue/Rock Island,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-142,Western Avenue/Rock Island,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-142,Western Avenue/Rock Island,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$35860.00
T-142,Western Avenue/Rock Island,Revenues,Total revenues,$1970486.00
T-142,Western Avenue/Rock Island,Revenues,Interest,$3606.00
T-142,Western Avenue/Rock Island,Revenues,Sales tax,$0.00
T-143,63rd/Ashland,Expenditures,Relocation costs. (q)(8),$0.00
T-143,63rd/Ashland,Fund balance,Total fund balance,$0.00
T-143,63rd/Ashland,Fund balance,Designated for future redevelopment project costs,$0.00
T-143,63rd/Ashland,Fund balance,Reserved for encumbrances,$0.00
T-143,63rd/Ashland,Fund balance,Reserved for debt service,$0.00
T-143,63rd/Ashland,Fund balance,End of year,$0.00
T-143,63rd/Ashland,Fund balance,Beginning of year,$0.00
T-143,63rd/Ashland,Revenues over expenditures,,$0.00
T-143,63rd/Ashland,Expenditures,Total expenditures,$0.00
T-143,63rd/Ashland,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-143,63rd/Ashland,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-143,63rd/Ashland,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-143,63rd/Ashland,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-143,63rd/Ashland,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-143,63rd/Ashland,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-143,63rd/Ashland,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-143,63rd/Ashland,Expenditures,Financing costs. (q)(6),$0.00
T-143,63rd/Ashland,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-143,63rd/Ashland,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-143,63rd/Ashland,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-143,63rd/Ashland,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-143,63rd/Ashland,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-143,63rd/Ashland,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$0.00
T-143,63rd/Ashland,Revenues,Total revenues,$0.00
T-143,63rd/Ashland,Revenues,Interest,$0.00
T-143,63rd/Ashland,Revenues,Sales tax,$0.00
T-143,63rd/Ashland,Revenues,Property tax,$0.00
T-144,Harrison/Central,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects. (q)(7.5),$0.00
T-144,Harrison/Central,Fund balance,Total fund balance ,$1817740.00
T-144,Harrison/Central,Fund balance,Designated for future redevelopment project costs,$822940.00
T-144,Harrison/Central,Fund balance,Reserved for encumbrances,$0.00
T-144,Harrison/Central,Fund balance,Reserved for debt service,$994800.00
T-144,Harrison/Central,"Fund balance, end of year",,$1817740.00
T-144,Harrison/Central,"Fund balance, beginning of year",,$1777311.00
T-144,Harrison/Central,Revenues over expenditures,,$40429.00
T-144,Harrison/Central,Expenditures,Total expenditures,$867844.00
T-144,Harrison/Central,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-144,Harrison/Central,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-144,Harrison/Central,Expenditures,Financing costs. (q)(6),$194400.00
T-144,Harrison/Central,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-144,Harrison/Central,Expenditures,Costs of construction of public works and improvements. (q)(4),$128043.00
T-144,Harrison/Central,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$526575.00
T-144,Harrison/Central,Expenditures,"Property assembly, demolition, site preparation and environmental  site improvement costs. (q)(2)",$0.00
T-144,Harrison/Central,Expenditures,Marketing costs. (q)(1.6),$0.00
T-144,Harrison/Central,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$18826.00
T-144,Harrison/Central,Revenues,Total revenues,$908273.00
T-144,Harrison/Central,Revenues,Property tax,$905738.00
T-144,Harrison/Central,Revenues,Sales tax,$0.00
T-144,Harrison/Central,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-144,Harrison/Central,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-144,Harrison/Central,Revenues,Interest,$2535.00
T-144,Harrison/Central,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-144,Harrison/Central,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-144,Harrison/Central,Expenditures,Relocation costs. (q)(8),$0.00
T-145,73rd/University,Revenues,Property tax,$951101.00
T-145,73rd/University,Fund balance,Total fund balance,$1559304.00
T-145,73rd/University,Fund balance,Designated for future redevelopment project costs,$1559304.00
T-145,73rd/University,Fund balance,Reserved for encumbrances,$0.00
T-145,73rd/University,Fund balance,Reserved for debt service,$0.00
T-145,73rd/University,Fund balance,End of year,$1559304.00
T-145,73rd/University,Fund balance,Beginning of year,$739864.00
T-145,73rd/University,Revenues over expenditures,,$819440.00
T-145,73rd/University,Expenditures,Total expenditures,$133053.00
T-145,73rd/University,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-145,73rd/University,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-145,73rd/University,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-145,73rd/University,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-145,73rd/University,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-145,73rd/University,Expenditures,Relocation costs. (q)(8),$0.00
T-145,73rd/University,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-145,73rd/University,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-145,73rd/University,Expenditures,Financing costs. (q)(6),$0.00
T-145,73rd/University,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-145,73rd/University,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-145,73rd/University,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-145,73rd/University,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-145,73rd/University,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-145,73rd/University,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$133053.00
T-145,73rd/University,Revenues,Total revenues,$952493.00
T-145,73rd/University,Revenues,Interest,$1392.00
T-145,73rd/University,Revenues,Sales tax,$0.00
T-146,Touhy/Western,Fund balance,End of year,$1754684.00
T-146,Touhy/Western,Revenues,Interest,$22627.00
T-146,Touhy/Western,Revenues,Total revenues,$825237.00
T-146,Touhy/Western,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$16682.00
T-146,Touhy/Western,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-146,Touhy/Western,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-146,Touhy/Western,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-146,Touhy/Western,Expenditures,Costs of construction of public works and improvements. (q)(4),$7666207.00
T-146,Touhy/Western,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-146,Touhy/Western,Expenditures,Financing costs. (q)(6),$412563.00
T-146,Touhy/Western,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-146,Touhy/Western,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-146,Touhy/Western,Expenditures,Relocation costs. (q)(8),$0.00
T-146,Touhy/Western,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-146,Touhy/Western,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-146,Touhy/Western,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-146,Touhy/Western,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-146,Touhy/Western,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-146,Touhy/Western,Expenditures,Total expenditures,$8095452.00
T-146,Touhy/Western,Expenditures over revenues,,$-7270215.00
T-146,Touhy/Western,Other financing sources,Operating transfers in,$379339.00
T-146,Touhy/Western,Expenditures over revenues and other financing sources,,$-6890876.00
T-146,Touhy/Western,Fund balance,Beginning of year,$8645560.00
T-146,Touhy/Western,Revenues,Sales tax,$0.00
T-146,Touhy/Western,Revenues,Property tax,$802610.00
T-146,Touhy/Western,Fund balance,Total fund balance,$1754684.00
